Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
186	16	0.292236247	2.05268338	0	0	0	0	0	0.001	0	1000	0	0	3
187	16	0.293979925	2.06371932	0	0	0	0	0	0.001	0	1000	0	0	3
188	16	0.295720034	2.07475525	0	0	0	0	0	0.001	0	1000	0	0	3
189	17	0.297457744	2.08579118	0	0	0	0	0	0.001	0	1000	0	0	3
190	17	0.299194346	2.09682711	0	0	0	0	0	0.001	0	1000	0	0	3
191	17	0.3	2.10786305	0	0	0	0	0	0.001	0	1000	0	0	3
192	17	0.30173741	2.11889898	0	0	0	0	0	0.001	0	1000	0	0	3
193	17	0.303481352	2.12993491	0	0	0	0	0	0.001	0	1000	0	0	3
194	17	0.305226611	2.14097084	0	0	0	0	0	0.001	0	1000	0	0	3
195	17	0.306976417	2.15200677	0	0	0	0	0	0.001	0	1000	0	0	3
196	17	0.308735783	2.16304271	0	0	0	0	0	0.001	0	1000	0	0	3
197	17	0.310487646	2.17407864	0	0	0	0	0	0.001	0	1000	0	0	3
198	17	0.312231598	2.18511457	0	0	0	0	0	0.001	0	1000	0	0	3
199	18	0.313969058	2.1961505	0	0	0	0	0	0.001	0	1000	0	0	3
200	18	0.315700125	2.20718644	0	0	0	0	0	0.001	0	1000	0	0	3
201	18	0.317426251	2.21822237	0	0	0	0	0	0.001	0	1000	0	0	3
202	18	0.319148768	2.2292583	0	0	0	0	0	0.001	0	1000	0	0	3
203	18	0.320869142	2.24029423	0	0	0	0	0	0.001	0	1000	0	0	3
204	18	0.322588807	2.25133016	0	0	0	0	0	0.001	0	1000	0	0	3
205	18	0.324309615	2.2623661	0	0	0	0	0	0.001	0	1000	0	0	3
206	18	0.32603312	2.27340203	0	0	0	0	0	0.001	0	1000	0	0	3
207	18	0.327760752	2.28443796	0	0	0	0	0	0.001	0	1000	0	0	3
208	18	0.329498179	2.29547389	0	0	0	0	0	0.001	0	1000	0	0	3
209	18	0.331240328	2.30650982	0	0	0	0	0	0.001	0	1000	0	0	3
